Aerial & pole studios - edit
Aerial & pole studios,,,,,
Longitude,Latitude,Z,Name,Note,URL
-87.7287015,41.9538788,0,Aerial Dance Chicago,,
6.1299357,46.1820036,0,Aerial Dance Geneva,,
-88.1064684,44.4322287,0,Aerial Dance Green Bay LLC,,
3.4879596,6.4410396,0,Aerial Dance Lagos,,
-99.1632172,19.3442469,0,Aerial Dance Mexico,,
-85.6751287,30.2085128,0,Aerial Dance Panama City,,
-88.4827625,44.2778267,0,Aerial Dance Pole Exercise LLC,,
-58.3190456,-34.7787353,0,Aerial Dance School - escuela de acrobacias aereas en Telas,,
24.7452674,59.4253577,0,Aerial Dance Studio,,
20.9360791,52.2358568,0,Aerial Dance Studio - Olbrachta,,
21.0663557,52.2328436,0,Aerial Dance Studio - Zwycięzców,,
143.8492251,-37.5773984,0,Aerial Dance Studios Ballarat,,
11.0213527,45.4030914,0,Aerial Danza Aerea,,
-0.1441062,51.563413,0,Aerial Days Trapeze and Circus School,,
14.3432093,40.8459319,0,Aerial District,,
-83.1238618,42.4713654,0,Aerial Dragonfly Movement Studio,,
-82.4321717,27.9597474,0,Aerial Dragons Studios,,
-6.0022057,37.3904188,0,Aerial Dreams,,
-4.3127989,55.8532104,0,Aerial Edge Circus School,,
-91.6673119,42.0325293,0,Aerial Elegance Academy,,
-1.5180991,53.7976538,0,Aerial Empire,,
151.0102233,-33.7758483,0,Aerial Enchantment,,
100.5809177,13.7469661,0,Aerial Factory,,
-79.7360402,43.6077463,0,Aerial Fifty Two Pole Dancing Studio,,
-66.8800906,10.4966788,0,Aerial Fitness,,
14.4730603,45.3147765,0,Aerial Fitness by Jelena Klančir,,
33.2928937,35.1091906,0,Aerial Fitness Cyprus,,
103.8405295,1.2732258,0,Aerial Fitness Studio,,
17.590399,48.3573593,0,Aerial Flow Trnava,,
-75.69794,39.7897584,0,Aerial Fun & Fitness / Zina's Organics & Wellness,,
23.7486624,38.0941053,0,Aerial Fusion,,
31.2705497,29.9671445,0,Aerial Grace,,
31.4016136,30.002507,0,Aerial Grace New Cairo,,
0.0563188,51.5136706,0,Aerial Gymnastics London,,
-73.856672,40.7839392,0,Aerial Haven,,
-87.9099156,42.9960351,0,Aerial Hippie,,
21.030445,52.2911911,0,"Aerial hoop, Taniec na kole Warszawa",,
-1.5370282,52.2913644,0,Aerial Impulse,,
14.3222044,48.3255201,0,Aerial Infinity,,
16.6281202,48.6685095,0,Aerial Jungle | Luftakrobatik Studio,,
6.7127349,51.2438253,0,Aerial KaLiRa,,
55.2331062,25.0613847,0,Aerial Lab studio,,
17.0230068,51.1024567,0,Aerial Life Studio,,
0,0,0,"Aerial Move - Via Vittorio Spinazzola, 44",,
21.4119007,42.0062742,0,Aerial Movement Academy,,
16.2492624,47.8254736,0,"Aerial Passion | Aerial Yoga, Aerial Silks, Dance und Workout",,
144.9857821,-37.8632829,0,Aerial Pole Academy,,
149.0715377,-35.2382926,0,Aerial Pole Academy,,
149.087715,-35.3528929,0,Aerial Pole Academy,,
149.1295931,-35.2787271,0,Aerial Pole Academy,,
0,0,0,"Aerial Provence - 74 Imp. des Cyprès, 83220 Le Pradet, France",,https://www.instagram.com/aerial.provence/
23.8078782,38.0592986,0,Aerial Queens Μαρούσι-Pole Dancing,,
-117.146402,32.8297503,0,Aerial Revolution,,
2.0313229,41.5512845,0,AERIAL SCHOOL BY LAURA COLL,,
8.6625802,47.2317642,0,Aerial Silk,,
17.2104127,44.7760431,0,Aerial Silk Banjaluka - ples na svili,,
16.3752811,48.2077964,0,Aerial Silk Vienna - 1010,,
16.3528092,48.2054095,0,Aerial Silk Vienna - 1070,,
-1.3930768,50.9190777,0,Aerial Southampton,,
-82.600866,35.5895538,0,Aerial Space,,
-119.7871988,36.7317957,0,Aerial Space Downtown Fresno,,
-2.91766,53.2968548,0,Aerial Sports,,
16.4192172,48.1869426,0,Aerial Sports,,
149.1426919,-35.2196674,0,Aerial Sports,,
19.0636501,47.4959564,0,Aerial Sports Academy,,
100.5535839,13.8947611,0,AERIAL STATE,,
5.0840843,52.1265705,0,Aerial Studio,,
21.0063815,52.2248073,0,Aerial studio,,
5.9053251,51.9817678,0,Aerial studio Arnhem,,
-68.0198389,10.2079494,0,Aerial Studio by Martha,,
17.3462072,50.4845032,0,Aerial Studio Dance,,
15.4281685,38.2376737,0,Aerial Temple,,
22.2197458,60.4778695,0,Aerial Unlimited ry,,
-149.8971322,61.1837759,0,Aerial View Circus and Dance,,
-63.1362357,46.2793787,0,Aerial Warehouse,,
19.055297,47.504297,0,Aerial Yoga Hungary,,
115.7774659,-32.0629313,0,Aerial Yoga Perth,,
-0.1946303,51.4793546,0,Aerialactive Pole Studio,,
-0.2330474,51.4937708,0,Aerialand,,
72.5283253,23.0135995,0,AerialBelly Studio,,
23.7822713,38.0733443,0,Aerialbodies,,
-80.8355744,35.2329552,0,AerialCLT,,
150.9824333,-33.734225,0,AerialFit,,
7.0538989,51.5811698,0,aerialflow,,
31.6258654,30.1084371,0,Aerialist Studios Madinaty,,
16.3906471,48.197474,0,Aerialistic Body & Soul,,
151.1187705,-33.9135243,0,Aerialize - Circus and Aerial training & Performance,,
-3.6746291,40.4479519,0,AerialMad,,
-2.8681955,53.3538932,0,AerialNinjasLTD,,
4.8385467,52.3571608,0,Aerials Amsterdam,,
6.0038642,51.1988205,0,Aerials Gym,,
101.6082667,3.1647433,0,Aerialsation Dance Academy,,
7.1555871,50.7252916,0,Aerialvibez,,
-104.8713561,39.3464533,0,AerialWorks,,
0,0,0,"Aerie Movement Studio - 34 Brewery Ave, Bisbee, United States",,https://www.google.com/maps/place/34+Brewery+Ave/data=!4m2!3m1!1s0x86d0b5088059d607:0x29071f2d30acb299
-118.3155689,34.0942975,0,Aeriform Arts,,
-111.9017058,40.5961379,0,Aeris Aerial Arts,,
-111.9499901,41.0290607,0,"Aeris Aerial Arts – Kaysville: Silks Classes, Contortion, and More.",,
-111.9131531,40.4791287,0,Aerobatics Performing Arts,,
-60.5337337,-31.733271,0,Aerofusión,,
-111.9810166,33.4158312,0,AeroTerra Arts,,
-82.9916839,40.101036,0,Aerotique Columbus,,
17.7981652,59.4558473,0,AERY Akrobatik,,
-122.6461158,45.5593397,0,Afterglow Aerial Arts,,
-115.2450064,36.056947,0,AGC LAS VEGAS,,
1.4529278,43.6017624,0,Aham Yoga,,
-118.4468611,34.031268,0,AIR Aerial Fitness,,
-112.3934408,33.4118649,0,AIR Aerial Fitness,,
-105.04485,39.758758,0,AIR Aerial Fitness,,
-88.147603,41.7721025,0,AIR Aerial Fitness,,
-78.9658948,35.082787,0,Air Born Aerial Fitness,,
-99.1964603,19.4421661,0,Air Dance by Ana Sarmiento,,
-72.9752689,41.3451139,0,Air Temple Arts,,
-112.0205866,33.4962515,0,AIR® Aerial Fitness,,
-87.6496542,41.9422245,0,AIR® Aerial Fitness - Lakeview,,
-87.664585,41.9221164,0,AIR® Aerial Fitness - Lincoln Park,,
-87.6238653,41.8653507,0,AIR® Aerial Fitness - South Loop,,
-87.7323425,42.1062797,0,AIR® Aerial Fitness - Winnetka,,
-83.779077,9.254541,0,"Airborne Arts Aerial, Flying Trapeze, Hotel and Retreat Center",,
-122.9028277,47.0468829,0,Airbound Arts,,
72.822645,19.0501067,0,Airbound- Aerial Arts - Bandra,,
-105.2642809,40.0607233,0,Aircat Aerial Arts,,
0.0432185,51.494335,0,AirCraft Circus Academy,,
121.0166135,14.6401241,0,Airdance,,
-80.0828306,26.3928781,0,AirDance Fitness LLC,,
-106.6201328,35.1171689,0,AirDance New Mexico,,
2.0738219,41.4448906,0,Aire Circ Viu,,
14.4065716,50.0848055,0,AirGym - kurzy závěsné akrobacie,,
100.0401479,9.5415429,0,AirGym.Family,,
44.7623422,41.7280716,0,AirHall Tbilisi,,
15.0577734,50.7672562,0,Airko Liberec,,
10.0417725,53.5747695,0,AIRobics - Pole & Aerial Dance Hamburg,,
115.8445682,-31.9384076,0,AirSpace,,
98.3041793,7.9938579,0,AIRVOLUTION LIFESTYLE WELLNESS,,
106.7063214,10.7478251,0,Airy Studio - Yoga & Aerial Fitness,,
-0.2537033,51.6465705,0,"Ajfitness PT, Pole & Aerial",,
17.1165467,51.1615394,0,Akademia Akrobatyki Powietrznej Wrocław,,
19.0235123,47.4951097,0,Akropoleisz Rúdtánc és Légtorna Stúdió,,
-84.2093806,34.1022295,0,Akrosphere Aerial & Circus Arts,,
-2.5834663,51.4666139,0,Albany Centre,,
-94.5815717,39.1076836,0,Alchemy Space Pole and Fitness,,
19.0468428,47.5499789,0,ALEhopp! - Acrobatics - Aerial Gymnastics - Equilibristics,,
0,0,0,"Aliwen estudio - Madrid 1284, Villa Alemana, Chile",,
-2.127371,51.8452474,0,All Bars Flying Trapeze,,
144.873604,-37.714537,0,All In Aerial,,
17.1679911,48.150022,0,ALL IN GYM,,
-3.1741867,55.9647267,0,All or Nothing Aerial Dance Theatre,,
13.4674502,38.0271628,0,All Volante,,
-1.6026752,54.9753683,0,All Ways Good Company aerial classes,,
-3.8921475,40.5001776,0,Allegra Danza Aérea,,
-91.8188679,18.6497481,0,Allegra Pole Studio,,
14.392097,50.0594373,0,"Allure Studio - Pole dance, Streching, Aerial silks, Aerial hoop",,
-87.712014,41.928572,0,Aloft Circus Arts,,
176.2054039,-37.6640683,0,Altitude Pole & Aerial The Mount,,
172.6564211,-43.5360857,0,Altitude Pole & Fitness Christchurch Central,,
173.2424865,-41.2909623,0,Altitude Pole & Fitness Nelson,,
174.8548557,-36.8842357,0,"Altitude Pole & Fitness Saint Johns, Auckland",,
172.5646102,-43.5568136,0,"Altitude Pole & Fitness Wigram, Christchurch",,
-96.8049307,33.1558246,0,Altitude Pole Fitness & Aerial Arts,,
121.7601309,24.7500822,0,Ambient Space 安筆瑜珈,,
-3.1602499,51.474872,0,Ampersand Circus,,
22.9433547,40.5878558,0,Anahata Yoga Studio,,
-81.3196512,29.7922548,0,Ancient City Aerial Arts,,
-122.753256,53.921219,0,Angel's Aerial Fitness Ltd,,
-3.7372411,40.3295837,0,Angel´s Pole Studio,,
-3.7575551,40.2230834,0,Ania Dance,,
-81.4736046,28.387612,0,Antigravity Orlando,,
-75.610138,44.198998,0,Antwerp Circus Arts,,
-3.7326326,40.3868752,0,ANUADANCE,,
120.9834365,14.4490139,0,Aphrobabe Pole Dance Studio,,
22.9365881,39.3601315,0,apparatus circus lab,,
0,0,0,"Aprelieva Team - Lutsk, Ukraine",,
174.7450009,-36.8656756,0,Aracnation (Tāmaki Makaurau Aerial Arts Inc),,
-113.572013,53.646119,0,Aradia Fitness,,
-113.3281784,53.5134963,0,Aradia Fitness,,
-113.5198294,53.5673329,0,Aradia Fitness - Pole Dancing,,
-113.4543359,53.4962139,0,Aradia Fitness - Pole Dancing & Aerial,,
13.6223152,37.3921917,0,Ararisko yoga & pole dance,,
-49.2901291,-25.4706896,0,ARCH Centro de Treinamento,,
2.1608988,41.4093167,0,Area Espai de Dansa i Creació,,
-1.3648916,54.9501629,0,Aria Art and Movement CIC,,
13.0325703,55.6041879,0,Ariel Pole Studio,,
-82.3747043,27.8538465,0,ARIES POLE FITNESS LLC,,
-111.9660361,33.351151,0,Arizona Circus Center,,
-92.3763267,34.8424606,0,Arkansas Circus Arts,,
2.6939074,39.5543869,0,Art & Danses Pole dance Studio,,
-46.5177406,-23.6648316,0,ART CIRCO ESCOLA,,
4.2352679,44.481056,0,Art D'en Faire,,
-116.3076983,33.7585469,0,Art Flying Aerial CV,,
55.199892,24.9684235,0,Art in Motion Gymnastics Center,,
-3.7101121,40.484665,0,arte libre madrid,,
25.5534922,-33.9615672,0,Artemis Pole Academy,,
-0.2792763,51.4941349,0,ARTemis Pole Studio Ltd,,
-101.9237923,33.5853508,0,ArtFit | Martial Arts & Dance Studio,,
8.946692,44.4146437,0,Arti's Sport,,
11.2351473,46.0608829,0,Artinaria Aerial Lab,,
-79.3425119,43.6657479,0,Artists' Play Dance and Circus Arts,,
1.1489768,41.1149598,0,ArtMove-Studio,,
-84.3081418,30.4918974,0,Arts Dojo,,
-2.5924087,51.4568517,0,Artspace Lifespace,,
-84.42178,33.801855,0,Artworkks Studios,,
-76.8006354,40.2271292,0,Artz N' Motion,,
12.0942812,45.6739401,0,Aryanna Pole Dance - ISTRANA,,
12.2443133,45.6158104,0,Aryanna Pole Dance Studio,,
12.2355417,45.4957967,0,Aryanna Pole Dance Studio (Sede di Mestre),,
-122.2478903,37.5050366,0,Ascend Aerial Arts at IMPACT! Kickboxing Fitness,,
-75.5784434,39.7221329,0,Ascend Flow Arts,,
-122.2071597,47.4797826,0,Ascendance Pole and Aerial Arts,,
10.3869539,43.7202325,0,ASD ETEREA - Scuola di Danza Aerea,,
15.0866525,37.5220458,0,ASD Xdancers,,
0,0,0,"Askara Aerial - Amerta Sunrise, Jakarta, Indonesia",,https://www.google.com/maps/place/Amerta+Sunrise/data=!4m2!3m1!1s0x2e69f79b6598c865:0x457b015c9f841da3
10.2970313,43.5914786,0,Associazione Sportiva Dilettantistica e di Promozione Sociale Solidago Fitness,,
13.3699652,38.1162772,0,Atelier 12,,
-122.4399829,47.256659,0,Athena Vertical Dance,,
9.3163824,44.318291,0,AthenAcademy Asd,,
-122.2808083,37.8363083,0,Athletic Playground,,
-63.5870119,44.6915274,0,Atlantic Cirque Ltd.,,
2.1895005,41.4239553,0,Atlantis El Surgir Del Arte,,
-122.2688257,37.8024154,0,Atomic Allure,,
55.2050987,25.1262371,0,Atria Studios | Pole Dancing & Movement Space,,
-97.6939258,30.517407,0,ATX Pole Fitness,,
13.4486715,52.5121616,0,Aura Pole Dance Studio,,
121.3905812,25.0387429,0,AURA Yoga 光環瑜珈,,
10.9828172,45.410217,0,"Aurora Pole Aerial Studio ASD (pole dance, exotic, cerchio aereo, tessuti aerei)",,
13.0190899,47.8019324,0,Authentic Pole Salzburg,,
-74.613207,40.568169,0,Avant Aerial Studio,,
85.3287506,27.7231882,0,Avata Wellness Center,,
150.753596,-34.036431,0,Avion Aerial Circus School,,
-75.215555,40.0202857,0,Awakenings Pole Dance Fitness,,
-95.6266379,30.0967958,0,Axis Aerial Arts,,
-2.5663722,51.4165007,0,Axis Pole and Fitness,,
98.2635476,7.9431023,0,Ayara Kamala Resort,,
-9.3497259,38.6950218,0,Ayres Danças Aéreas - Portugal,,
-2.8873552,53.5744195,0,Azure Aerial and Pole,,
104.9265634,11.575429,0,B-Fly Aerial Fitness Studio,,
115.1560481,-8.641756,0,Bali Aerial Movement,,
115.16,-8.64735,0,Bali Circus Academy - Follow Art,,
115.1598348,-8.6237646,0,Bali Circus Sanctuary,,
100.5800076,13.7469794,0,Bangkok Aerial Space,,
57.4695612,-20.2073447,0,Baraka Cirq,,
2.1912025,41.3953124,0,Barcelona Yoga & Pole Camp,,
2.1777473,41.4026852,0,Basement. Body&Pole (Pole dance/pole fitness),,
-97.6666107,30.3530902,0,Bat City Circus,,
103.6678565,1.497031,0,BB Dance Studio,,
-81.7563802,41.4855768,0,Be Fitness,,
-1.4347968,50.9257618,0,"Be in the Sky - Pole, Aerial and Movement Studio",,
-4.0242798,39.8692796,0,Be Pole Toledo Estudio de Pole Dance en Toledo,,
121.0583513,14.5738604,0,Beast House Pole and Aerial Dance Studio,,
-112.4144089,33.6256117,0,Beautiful Bodies Pole Dance Fitness,,
-118.1506215,34.1450192,0,Beehive Pole Studio,,
9.0849351,45.4155769,0,Befly Studios,,
106.6895527,10.7622087,0,BEFOX Dance Studio,,
-118.4013058,33.9851302,0,Believe Fitness Studio,,
0,0,0,Bella Pole Studio - Uijeongbu Station West Tower,,
151.717614,-32.941404,0,Bella's Pole Studio,,
151.473418,-33.1151062,0,Bellas Pole Studio,,
0,0,0,Beloved Little Circus - 2956 Treat Blvd,,
-118.3544475,34.0983137,0,BeSpun Pole Dance Workout | Hollywood,,
-58.5761306,-34.6420174,0,Between Heaven and Earth - Circus,,
0.5188638,51.3833629,0,Bewitched Fitness,,
-2.7672755,54.1318489,0,Bexpoles Studio,,
23.7837445,38.0391105,0,Beyond Aerial,,
33.0244199,34.671045,0,Bird of Paradise Pole Studio,,
-81.5598956,30.2789314,0,Bittersweet Studios,,
-97.7746003,30.2478051,0,Black Box Creative,,
8.3420539,46.970296,0,Black Wolf Studio,,
145.0716667,-37.9530556,0,Blackbird Studios,,
23.7206209,38.002793,0,Blackbox Movement Pole dancing-Contemporary dance-Aerial hoop,,
74.0282594,15.0054803,0,Bliss Circus,,
5.9683901,49.494143,0,Blocx - Urban Fitness,,
-80.8777741,35.1568582,0,Bloom Movement Artistry,,
150.8886264,-33.9303955,0,Bluebird Diverse Movement,,
115.8731785,-31.9456057,0,Bobbi's Pole Studio,,
151.1055395,-34.0239178,0,Bobbi's Pole Studio,,
151.2052104,-33.86992,0,Bobbi's Pole Studio Gold,,
101.672276,3.132306,0,Bobbi's Pole Studio Malaysia,,
-73.991686,40.7460293,0,Body & Pole,,
-71.5698026,-33.1172896,0,Body and Pole,,
174.7772953,-41.2907833,0,Body Electric Pole Dance Studio,,
-2.0242277,52.6575872,0,Body Image UK Pole & Aerial Arts Academy,,
-1.8974125,52.5330696,0,Body Synergy Pole Dancing at One Fitness Academy,,
-2.2368658,53.4842648,0,Bodybarre Manchester Pole + Burlesque + Aerial Studio,,
151.1643495,-33.9032341,0,BodySpace Studios,,
-3.7827117,37.7703998,0,Bodywave Pole Dance,,
23.7180893,37.9961544,0,BodyWorks Aerial Arts & Fitness,,
114.1487987,22.3401332,0,Boho Dance Studio,,
23.6538264,37.9730795,0,Boogaloo Pole Studio,,
-71.1339329,42.3546335,0,Boston Pole Fitness - Brighton,,
-71.1976547,42.3646736,0,Boston Pole Fitness - Newton,,
-71.0577144,42.3056039,0,Boston Pole Fitness- Dorchester,,
-105.2641178,40.0607349,0,Boulder Circus Center,,
-1.8762056,39.0139611,0,Box Tarsis | Weightlifting & Fitness |,,
12.4186144,41.9175467,0,Bracelli Club Centro sportivo Palestra Sport e Benessere,,
-80.540233,43.5084175,0,Brass Butterflies,,
-97.7052997,30.3214084,0,Brass Ovaries,,
-79.4062281,43.6465717,0,Brass Vixens - Queen Street,,
103.8462175,1.2739068,0,Breathe Dance Company,,
-0.1715986,50.8359966,0,Brighton Aerial Arts,,
170.4841393,-45.895234,0,Brophy Aerial Studios,,
103.8423779,1.3007391,0,Bubblegum Studio,,
-78.6944098,43.1307201,0,Buffalo Aerial Dance,,
20.8345118,41.1535473,0,Bullfrogs Ballet Summer School,,
-90.2195649,38.6060779,0,Bumbershoot Aerial Arts,,
-82.4960632,27.9978294,0,Buttercup Pole Dance LLC,,
29.0403863,40.9942741,0,Çadır Stüdyo,,
-95.4125237,29.7839318,0,Cai Circus,,
-99.2135502,19.5278275,0,Calembur Centro de Artes Escénicas y Artísticas,,
-114.0324397,51.0391038,0,Calgary Circus Studio,,
-84.2788204,30.4542812,0,CaliFlo Yoga Collective,,
0.1424341,52.2240986,0,Cambridge Community Circus,,
-73.9887409,40.7197566,0,CANDYCANE NY,,
-83.3901452,33.9693209,0,Canopy Studio,,
-77.0087321,38.8803662,0,Capitol City Circus School,,
10.6476293,43.66312,0,Capovolta your acrobatic space,,
-4.7028652,55.935406,0,Carnage Fitness Studio,,
-80.7413534,35.1443352,0,Caroline Calouche & Co,,
-3.5210682,40.3302505,0,Carpa Arribas Circo,,
-97.0256078,15.8419819,0,Casa Chango,,
8.0386671,44.3679347,0,Cascina all'Inverso,,
-1.4155845,53.6995649,0,Celestial Aerial Fitness,,
-121.2893806,44.0319488,0,Central Oregon Aerial Arts,,
-3.7424993,40.4082736,0,Central Pole,,
2.1799402,41.448882,0,Centre de les Arts del Circ Rogelio Rivel,,
15.0312552,37.5332249,0,centro professionale studio danza,,
-84.373337,33.7419715,0,Challenge Aerial,,
-1.5713454,47.2000727,0,Chapidock - Ecole Du Cirque,,
-3.6383403,37.191302,0,Charlot Aerial Art,,
-1.7822524,51.1960176,0,Charlotte Robertson pole and aerial fitness,,
0,0,0,"Cheese Haven - Papenstieg 2, Wolfsburg",,
-75.6499503,45.4475714,0,Cherry Blossom Aerial Dance Studio,,
-87.7443328,41.959915,0,Chicago Aerial Arts,,
-87.7933175,41.9887496,0,Chicago Center for Dynamic Circus (CCDC),,
-3.9577145,40.4906835,0,CHIDA Escuela de Circo Y Pole,,
172.7240055,-43.5082784,0,Christchurch Circus Trust,,
121.0288668,14.4445921,0,Chrome Divas Pole Dance & Fitness,,
9.7074131,52.3656506,0,CircO Hannover e.V.,,
-121.038206,39.21701,0,Circo Innovations,,
-5.1022161,50.1681051,0,Circo Kernow,,
-99.1384154,19.3268154,0,"CIRCO ZEPHYR, el Circo Del Viento",,
-48.506627,-27.4438136,0,Circocan Floripa,,
4.4932107,51.0242614,0,Circolito,,
-2.5849222,51.4611567,0,Circomedia,,
7.3511866,47.359685,0,Circosphère,,
-100.2979378,25.6422859,0,CIRCOTECA,,
172.6460558,-43.5430839,0,Circotica Circus School Inc,,
-73.9495499,40.699241,0,Circus Academy New York - Brooklyn (formerly TSNY),,
-74.0113296,40.7294299,0,Circus Academy New York - Pier 40 (formerly TSNY),,
-84.7071455,33.9984864,0,Circus Arts Institute,,
12.6777132,42.3088038,0,CIRCUS BOSCH tutto il circo,,
-122.4569278,37.7654694,0,Circus Center,,
15.2711583,47.4107944,0,Circus Center,,
-58.3815421,-34.6711057,0,Circus Club Pacha Kamaj,,
